x,y,z,type,volume,cycle entry,custom:GFP,custom:sample
-298.09494684909873,-298.0013057567321,0.0,conjonctif
-281.2695257531903,-298.0013057567321,0.0,conjonctif
-264.44410465728185,-298.0013057567321,0.0,conjonctif
-247.61868356137342,-298.0013057567321,0.0,conjonctif
-230.79326246546498,-298.0013057567321,0.0,conjonctif
-213.96784136955654,-298.0013057567321,0.0,conjonctif
-197.1424202736481,-298.0013057567321,0.0,conjonctif
-180.31699917773966,-298.0013057567321,0.0,conjonctif
-163.49157808183122,-298.0013057567321,0.0,conjonctif
-146.66615698592278,-298.0013057567321,0.0,conjonctif
-129.84073589001434,-298.0013057567321,0.0,conjonctif
-113.0153147941059,-298.0013057567321,0.0,conjonctif
-96.18989369819747,-298.0013057567321,0.0,conjonctif
-79.36447260228903,-298.0013057567321,0.0,conjonctif
-62.53905150638059,-298.0013057567321,0.0,conjonctif
-45.71363041047215,-298.0013057567321,0.0,conjonctif
-28.88820931456371,-298.0013057567321,0.0,conjonctif
-12.062788218655271,-298.0013057567321,0.0,conjonctif
4.762632877253168,-298.0013057567321,0.0,conjonctif
21.58805397316155,-298.0013057567321,0.0,conjonctif
38.413475069070046,-298.0013057567321,0.0,conjonctif
55.23889616497854,-298.0013057567321,0.0,conjonctif
72.06431726088692,-298.0013057567321,0.0,conjonctif
88.8897383567953,-298.0013057567321,0.0,conjonctif
105.7151594527038,-298.0013057567321,0.0,conjonctif
122.5405805486123,-298.0013057567321,0.0,conjonctif
139.36600164452068,-298.0013057567321,0.0,conjonctif
156.19142274042906,-298.0013057567321,0.0,conjonctif
173.01684383633756,-298.0013057567321,0.0,conjonctif
189.84226493224605,-298.0013057567321,0.0,conjonctif
206.66768602815444,-298.0013057567321,0.0,conjonctif
223.49310712406282,-298.0013057567321,0.0,conjonctif
240.3185282199713,-298.0013057567321,0.0,conjonctif
257.1439493158798,-298.0013057567321,0.0,conjonctif
273.9693704117882,-298.0013057567321,0.0,conjonctif
290.7947915076966,-298.0013057567321,0.0,conjonctif
-289.6822363011445,-283.43006372197954,0.0,conjonctif
-272.85681520523605,-283.43006372197954,0.0,conjonctif
-256.0313941093276,-283.43006372197954,0.0,conjonctif
-239.2059730134192,-283.43006372197954,0.0,conjonctif
-222.38055191751076,-283.43006372197954,0.0,conjonctif
-205.55513082160232,-283.43006372197954,0.0,conjonctif
-188.72970972569388,-283.43006372197954,0.0,conjonctif
-171.90428862978544,-283.43006372197954,0.0,conjonctif
