0,1,2,3
0.16391066471114754,3135.5922996997833,6.467789577320218e-06,0.8635999844409525
0.8472325706388801,3135.5922996997833,6.467789577320218e-06,0.8635999844409525
0.16391066471114754,2196.1744835972786,6.467789577320218e-06,0.8635999844409525
0.16391066471114754,3135.5922996997833,7.078506475314498e-06,0.8635999844409525
0.16391066471114754,3135.5922996997833,6.467789577320218e-06,1.0649951193481684
0.16391066471114754,2196.1744835972786,7.078506475314498e-06,1.0649951193481684
0.8472325706388801,3135.5922996997833,7.078506475314498e-06,1.0649951193481684
0.8472325706388801,2196.1744835972786,6.467789577320218e-06,1.0649951193481684
0.8472325706388801,2196.1744835972786,7.078506475314498e-06,0.8635999844409525
0.8472325706388801,2196.1744835972786,7.078506475314498e-06,1.0649951193481684
0.9881568682845682,1623.9789095520973,4.818857245147228e-06,1.6598242777399719
0.08494593652896583,1623.9789095520973,4.818857245147228e-06,1.6598242777399719
0.9881568682845682,4279.129451215267,4.818857245147228e-06,1.6598242777399719
0.9881568682845682,1623.9789095520973,2.4540399489924314e-06,1.6598242777399719
0.9881568682845682,1623.9789095520973,4.818857245147228e-06,1.4928954476490617
0.9881568682845682,4279.129451215267,2.4540399489924314e-06,1.4928954476490617
0.08494593652896583,1623.9789095520973,2.4540399489924314e-06,1.4928954476490617
0.08494593652896583,4279.129451215267,4.818857245147228e-06,1.4928954476490617
0.08494593652896583,4279.129451215267,2.4540399489924314e-06,1.6598242777399719
0.08494593652896583,4279.129451215267,2.4540399489924314e-06,1.4928954476490617
0.5896787529624998,3664.056762456894,9.479664778336883e-06,0.9295045980252326
0.48084819653071464,3664.056762456894,9.479664778336883e-06,0.9295045980252326
0.5896787529624998,2931.651921272278,9.479664778336883e-06,0.9295045980252326
0.5896787529624998,3664.056762456894,8.205501217395067e-06,0.9295045980252326
0.5896787529624998,3664.056762456894,9.479664778336883e-06,1.7854383424855769
0.5896787529624998,2931.651921272278,8.205501217395067e-06,1.7854383424855769
0.48084819653071464,3664.056762456894,8.205501217395067e-06,1.7854383424855769
0.48084819653071464,2931.651921272278,9.479664778336883e-06,1.7854383424855769
0.48084819653071464,2931.651921272278,8.205501217395067e-06,0.9295045980252326
0.48084819653071464,2931.651921272278,8.205501217395067e-06,1.7854383424855769
0.314920497154817,2197.399255335331,1.2137032262980937e-06,1.5470376233570278
0.7017344815004617,2197.399255335331,1.2137032262980937e-06,1.5470376233570278
0.314920497154817,2114.890506863594,1.2137032262980937e-06,1.5470376233570278
0.314920497154817,2197.399255335331,3.5764915654435753e-06,1.5470376233570278
0.314920497154817,2197.399255335331,1.2137032262980937e-06,0.6082361261360347
0.314920497154817,2114.890506863594,3.5764915654435753e-06,0.6082361261360347
0.7017344815004617,2197.399255335331,3.5764915654435753e-06,0.6082361261360347
0.7017344815004617,2114.890506863594,1.2137032262980937e-06,0.6082361261360347
0.7017344815004617,2114.890506863594,3.5764915654435753e-06,1.5470376233570278
0.7017344815004617,2114.890506863594,3.5764915654435753e-06,0.6082361261360347
